emoji,name,group,subgroup,literal,clarity,keep
🧙🏻‍♀️,woman mage: light skin tone,People & Body,person-fantasy,mage,,
🧙🏼‍♀️,woman mage: medium-light skin tone,People & Body,person-fantasy,mage,,
🧙🏽‍♀️,woman mage: medium skin tone,People & Body,person-fantasy,mage,,
🧙🏾‍♀️,woman mage: medium-dark skin tone,People & Body,person-fantasy,mage,,
🧙🏿‍♀️,woman mage: dark skin tone,People & Body,person-fantasy,mage,,
🧚,fairy,People & Body,person-fantasy,fairy,,
🧚🏻,fairy: light skin tone,People & Body,person-fantasy,fairy,,
🧚🏼,fairy: medium-light skin tone,People & Body,person-fantasy,fairy,,
🧚🏽,fairy: medium skin tone,People & Body,person-fantasy,fairy,,
🧚🏾,fairy: medium-dark skin tone,People & Body,person-fantasy,fairy,,
🧚🏿,fairy: dark skin tone,People & Body,person-fantasy,fairy,,
🧚‍♂️,man fairy,People & Body,person-fantasy,fairy,,
🧚🏻‍♂️,man fairy: light skin tone,People & Body,person-fantasy,fairy,,
🧚🏼‍♂️,man fairy: medium-light skin tone,People & Body,person-fantasy,fairy,,
🧚🏽‍♂️,man fairy: medium skin tone,People & Body,person-fantasy,fairy,,
🧚🏾‍♂️,man fairy: medium-dark skin tone,People & Body,person-fantasy,fairy,,
🧚🏿‍♂️,man fairy: dark skin tone,People & Body,person-fantasy,fairy,,
🧚‍♀️,woman fairy,People & Body,person-fantasy,fairy,,
🧚🏻‍♀️,woman fairy: light skin tone,People & Body,person-fantasy,fairy,,
🧚🏼‍♀️,woman fairy: medium-light skin tone,People & Body,person-fantasy,fairy,,
🧚🏽‍♀️,woman fairy: medium skin tone,People & Body,person-fantasy,fairy,,
🧚🏾‍♀️,woman fairy: medium-dark skin tone,People & Body,person-fantasy,fairy,,
🧚🏿‍♀️,woman fairy: dark skin tone,People & Body,person-fantasy,fairy,,
🧛,vampire,People & Body,person-fantasy,vampire,,
🧛🏻,vampire: light skin tone,People & Body,person-fantasy,vampire,,
🧛🏼,vampire: medium-light skin tone,People & Body,person-fantasy,vampire,,
🧛🏽,vampire: medium skin tone,People & Body,person-fantasy,vampire,,
🧛🏾,vampire: medium-dark skin tone,People & Body,person-fantasy,vampire,,
🧛🏿,vampire: dark skin tone,People & Body,person-fantasy,vampire,,
🧛‍♂️,man vampire,People & Body,person-fantasy,vampire,,
🧛🏻‍♂️,man vampire: light skin tone,People & Body,person-fantasy,vampire,,
🧛🏼‍♂️,man vampire: medium-light skin tone,People & Body,person-fantasy,vampire,,
🧛🏽‍♂️,man vampire: medium skin tone,People & Body,person-fantasy,vampire,,
🧛🏾‍♂️,man vampire: medium-dark skin tone,People & Body,person-fantasy,vampire,,
🧛🏿‍♂️,man vampire: dark skin tone,People & Body,person-fantasy,vampire,,
🧛‍♀️,woman vampire,People & Body,person-fantasy,vampire,,
🧛🏻‍♀️,woman vampire: light skin tone,People & Body,person-fantasy,vampire,,
🧛🏼‍♀️,woman vampire: medium-light skin tone,People & Body,person-fantasy,vampire,,
🧛🏽‍♀️,woman vampire: medium skin tone,People & Body,person-fantasy,vampire,,
🧛🏾‍♀️,woman vampire: medium-dark skin tone,People & Body,person-fantasy,vampire,,
🧛🏿‍♀️,woman vampire: dark skin tone,People & Body,person-fantasy,vampire,,
🧜,merperson,People & Body,person-fantasy,merperson,,
🧜🏻,merperson: light skin tone,People & Body,person-fantasy,merperson,,
🧜🏼,merperson: medium-light skin tone,People & Body,person-fantasy,merperson,,
🧜🏽,merperson: medium skin tone,People & Body,person-fantasy,merperson,,
🧜🏾,merperson: medium-dark skin tone,People & Body,person-fantasy,merperson,,
🧜🏿,merperson: dark skin tone,People & Body,person-fantasy,merperson,,
🧜‍♂️,merman,People & Body,person-fantasy,merman,,
🧜🏻‍♂️,merman: light skin tone,People & Body,person-fantasy,merman,,
🧜🏼‍♂️,merman: medium-light skin tone,People & Body,person-fantasy,merman,,
🧜🏽‍♂️,merman: medium skin tone,People & Body,person-fantasy,merman,,
🧜🏾‍♂️,merman: medium-dark skin tone,People & Body,person-fantasy,merman,,
🧜🏿‍♂️,merman: dark skin tone,People & Body,person-fantasy,merman,,
🧜‍♀️,mermaid,People & Body,person-fantasy,mermaid,,
🧜🏻‍♀️,mermaid: light skin tone,People & Body,person-fantasy,mermaid,,
🧜🏼‍♀️,mermaid: medium-light skin tone,People & Body,person-fantasy,mermaid,,
🧜🏽‍♀️,mermaid: medium skin tone,People & Body,person-fantasy,mermaid,,
🧜🏾‍♀️,mermaid: medium-dark skin tone,People & Body,person-fantasy,mermaid,,
🧜🏿‍♀️,mermaid: dark skin tone,People & Body,person-fantasy,mermaid,,
🧝,elf,People & Body,person-fantasy,elf,,
🧝🏻,elf: light skin tone,People & Body,person-fantasy,elf,,
🧝🏼,elf: medium-light skin tone,People & Body,person-fantasy,elf,,
🧝🏽,elf: medium skin tone,People & Body,person-fantasy,elf,,
🧝🏾,elf: medium-dark skin tone,People & Body,person-fantasy,elf,,
🧝🏿,elf: dark skin tone,People & Body,person-fantasy,elf,,
🧝‍♂️,man elf,People & Body,person-fantasy,elf,,
🧝🏻‍♂️,man elf: light skin tone,People & Body,person-fantasy,elf,,
🧝🏼‍♂️,man elf: medium-light skin tone,People & Body,person-fantasy,elf,,
🧝🏽‍♂️,man elf: medium skin tone,People & Body,person-fantasy,elf,,
🧝🏾‍♂️,man elf: medium-dark skin tone,People & Body,person-fantasy,elf,,
🧝🏿‍♂️,man elf: dark skin tone,People & Body,person-fantasy,elf,,
🧝‍♀️,woman elf,People & Body,person-fantasy,elf,,
🧝🏻‍♀️,woman elf: light skin tone,People & Body,person-fantasy,elf,,
🧝🏼‍♀️,woman elf: medium-light skin tone,People & Body,person-fantasy,elf,,
🧝🏽‍♀️,woman elf: medium skin tone,People & Body,person-fantasy,elf,,
🧝🏾‍♀️,woman elf: medium-dark skin tone,People & Body,person-fantasy,elf,,
🧝🏿‍♀️,woman elf: dark skin tone,People & Body,person-fantasy,elf,,
🧞,genie,People & Body,person-fantasy,genie,,
🧞‍♂️,man genie,People & Body,person-fantasy,genie,,
🧞‍♀️,woman genie,People & Body,person-fantasy,genie,,
🧟,zombie,People & Body,person-fantasy,zombie,,
🧟‍♂️,man zombie,People & Body,person-fantasy,zombie,,
🧟‍♀️,woman zombie,People & Body,person-fantasy,zombie,,
🧌,troll,People & Body,person-fantasy,troll,,
🫈,hairy creature,People & Body,person-fantasy,bigfoot,,
💆,person getting massage,People & Body,person-activity,massage,,
💆🏻,person getting massage: light skin tone,People & Body,person-activity,massage,,
💆🏼,person getting massage: medium-light skin tone,People & Body,person-activity,massage,,
💆🏽,person getting massage: medium skin tone,People & Body,person-activity,massage,,
💆🏾,person getting massage: medium-dark skin tone,People & Body,person-activity,massage,,
💆🏿,person getting massage: dark skin tone,People & Body,person-activity,massage,,
💆‍♂️,man getting massage,People & Body,person-activity,massage,,
💆🏻‍♂️,man getting massage: light skin tone,People & Body,person-activity,massage,,
💆🏼‍♂️,man getting massage: medium-light skin tone,People & Body,person-activity,massage,,
💆🏽‍♂️,man getting massage: medium skin tone,People & Body,person-activity,massage,,
💆🏾‍♂️,man getting massage: medium-dark skin tone,People & Body,person-activity,massage,,
💆🏿‍♂️,man getting massage: dark skin tone,People & Body,person-activity,massage,,
💆‍♀️,woman getting massage,People & Body,person-activity,massage,,
💆🏻‍♀️,woman getting massage: light skin tone,People & Body,person-activity,massage,,
💆🏼‍♀️,woman getting massage: medium-light skin tone,People & Body,person-activity,massage,,
💆🏽‍♀️,woman getting massage: medium skin tone,People & Body,person-activity,massage,,
💆🏾‍♀️,woman getting massage: medium-dark skin tone,People & Body,person-activity,massage,,
💆🏿‍♀️,woman getting massage: dark skin tone,People & Body,person-activity,massage,,
💇,person getting haircut,People & Body,person-activity,haircut,,
💇🏻,person getting haircut: light skin tone,People & Body,person-activity,haircut,,
💇🏼,person getting haircut: medium-light skin tone,People & Body,person-activity,haircut,,
💇🏽,person getting haircut: medium skin tone,People & Body,person-activity,haircut,,
💇🏾,person getting haircut: medium-dark skin tone,People & Body,person-activity,haircut,,
💇🏿,person getting haircut: dark skin tone,People & Body,person-activity,haircut,,
💇‍♂️,man getting haircut,People & Body,person-activity,haircut,,
💇🏻‍♂️,man getting haircut: light skin tone,People & Body,person-activity,haircut,,
💇🏼‍♂️,man getting haircut: medium-light skin tone,People & Body,person-activity,haircut,,
💇🏽‍♂️,man getting haircut: medium skin tone,People & Body,person-activity,haircut,,
💇🏾‍♂️,man getting haircut: medium-dark skin tone,People & Body,person-activity,haircut,,
💇🏿‍♂️,man getting haircut: dark skin tone,People & Body,person-activity,haircut,,
💇‍♀️,woman getting haircut,People & Body,person-activity,haircut,,
💇🏻‍♀️,woman getting haircut: light skin tone,People & Body,person-activity,haircut,,
💇🏼‍♀️,woman getting haircut: medium-light skin tone,People & Body,person-activity,haircut,,
💇🏽‍♀️,woman getting haircut: medium skin tone,People & Body,person-activity,haircut,,
💇🏾‍♀️,woman getting haircut: medium-dark skin tone,People & Body,person-activity,haircut,,
💇🏿‍♀️,woman getting haircut: dark skin tone,People & Body,person-activity,haircut,,
🚶,person walking,People & Body,person-activity,walking,,
🚶🏻,person walking: light skin tone,People & Body,person-activity,walking,,
🚶🏼,person walking: medium-light skin tone,People & Body,person-activity,walking,,
🚶🏽,person walking: medium skin tone,People & Body,person-activity,walking,,
🚶🏾,person walking: medium-dark skin tone,People & Body,person-activity,walking,,
🚶🏿,person walking: dark skin tone,People & Body,person-activity,walking,,
🚶‍♂️,man walking,People & Body,person-activity,walking,,
🚶🏻‍♂️,man walking: light skin tone,People & Body,person-activity,walking,,
🚶🏼‍♂️,man walking: medium-light skin tone,People & Body,person-activity,walking,,
🚶🏽‍♂️,man walking: medium skin tone,People & Body,person-activity,walking,,
🚶🏾‍♂️,man walking: medium-dark skin tone,People & Body,person-activity,walking,,
🚶🏿‍♂️,man walking: dark skin tone,People & Body,person-activity,walking,,
🚶‍♀️,woman walking,People & Body,person-activity,walking,,
🚶🏻‍♀️,woman walking: light skin tone,People & Body,person-activity,walking,,
🚶🏼‍♀️,woman walking: medium-light skin tone,People & Body,person-activity,walking,,
🚶🏽‍♀️,woman walking: medium skin tone,People & Body,person-activity,walking,,
🚶🏾‍♀️,woman walking: medium-dark skin tone,People & Body,person-activity,walking,,
🚶🏿‍♀️,woman walking: dark skin tone,People & Body,person-activity,walking,,
🚶‍➡️,person walking facing right,People & Body,person-activity,walking,,
🚶🏻‍➡️,person walking facing right: light skin tone,People & Body,person-activity,walking,,
🚶🏼‍➡️,person walking facing right: medium-light skin tone,People & Body,person-activity,walking,,
🚶🏽‍➡️,person walking facing right: medium skin tone,People & Body,person-activity,walking,,
🚶🏾‍➡️,person walking facing right: medium-dark skin tone,People & Body,person-activity,walking,,
🚶🏿‍➡️,person walking facing right: dark skin tone,People & Body,person-activity,walking,,
🚶‍♀️‍➡️,woman walking facing right,People & Body,person-activity,walking,,
🚶🏻‍♀️‍➡️,woman walking facing right: light skin tone,People & Body,person-activity,walking,,
🚶🏼‍♀️‍➡️,woman walking facing right: medium-light skin tone,People & Body,person-activity,walking,,
🚶🏽‍♀️‍➡️,woman walking facing right: medium skin tone,People & Body,person-activity,walking,,
🚶🏾‍♀️‍➡️,woman walking facing right: medium-dark skin tone,People & Body,person-activity,walking,,
🚶🏿‍♀️‍➡️,woman walking facing right: dark skin tone,People & Body,person-activity,walking,,
🚶‍♂️‍➡️,man walking facing right,People & Body,person-activity,walking,,
🚶🏻‍♂️‍➡️,man walking facing right: light skin tone,People & Body,person-activity,walking,,
🚶🏼‍♂️‍➡️,man walking facing right: medium-light skin tone,People & Body,person-activity,walking,,
🚶🏽‍♂️‍➡️,man walking facing right: medium skin tone,People & Body,person-activity,walking,,
🚶🏾‍♂️‍➡️,man walking facing right: medium-dark skin tone,People & Body,person-activity,walking,,
🚶🏿‍♂️‍➡️,man walking facing right: dark skin tone,People & Body,person-activity,walking,,
🧍,person standing,People & Body,person-activity,standing,,
🧍🏻,person standing: light skin tone,People & Body,person-activity,standing,,
🧍🏼,person standing: medium-light skin tone,People & Body,person-activity,standing,,
🧍🏽,person standing: medium skin tone,People & Body,person-activity,standing,,
🧍🏾,person standing: medium-dark skin tone,People & Body,person-activity,standing,,
🧍🏿,person standing: dark skin tone,People & Body,person-activity,standing,,
🧍‍♂️,man standing,People & Body,person-activity,standing,,
🧍🏻‍♂️,man standing: light skin tone,People & Body,person-activity,standing,,
🧍🏼‍♂️,man standing: medium-light skin tone,People & Body,person-activity,standing,,
🧍🏽‍♂️,man standing: medium skin tone,People & Body,person-activity,standing,,
🧍🏾‍♂️,man standing: medium-dark skin tone,People & Body,person-activity,standing,,
